Date,Open,High,Low,Close,Volume,Open Interest
9/1/94,28.14097562,28.16886125,27.890005,28.14097562,59121,129953
9/2/94,28.19674687,29.00543,27.97366187,28.0015475,109037,146908
9/6/94,28.02943312,28.08520437,27.5553775,27.69480562,80955,155751
9/7/94,27.72269125,27.86211937,27.38806375,27.49960625,70417,172104
9/8/94,27.5553775,27.69480562,27.41594937,27.49960625,55976,181715
9/9/94,27.49960625,27.61114875,26.52360937,26.60726625,115182,193291
9/12/94,26.60726625,26.74669437,26.49572375,26.52360937,54716,197522
9/13/94,26.52360937,26.91400812,26.32841,26.6630375,86866,203731
9/14/94,26.80246562,26.94189375,26.60726625,26.8861225,56662,207861
9/15/94,26.83035125,27.27652125,26.83035125,27.16497875,60591,214682
9/16/94,27.22075,27.22075,26.02166812,26.13321062,127696,225768
9/19/94,26.18898187,26.38418125,26.16109625,26.35629562,60543,236474
9/20/94,26.32841,26.32841,25.82646875,26.16109625,105778,238209
9/21/94,26.18898187,26.32841,25.79858312,25.91012562,125915,255227
9/22/94,25.88224,26.105325,25.85435437,26.02166812,74418,252154
9/23/94,26.02166812,26.2168675,25.79858312,25.96589687,60373,258897
9/26/94,25.96589687,26.16109625,25.88224,25.93801125,34145,256544
9/27/94,25.93801125,26.02166812,25.63126937,25.71492625,71274,259283
9/28/94,25.74281187,26.16109625,25.68704062,25.93801125,81325,263265
9/29/94,25.91012562,26.02166812,25.35241312,25.57549812,97648,268409
9/30/94,25.63126937,25.85435437,25.43607,25.71492625,73420,278017
10/3/94,25.659155,25.82646875,25.29664187,25.46395562,72583,282980
10/4/94,25.49184125,25.60338375,25.24087062,25.3245275,55531,272550
10/5/94,25.3245275,25.38029875,24.766815,24.93412875,91300,278828
10/6/94,24.93412875,25.1014425,24.8783575,24.90624312,48204,275773
10/7/94,24.85047187,25.46395562,24.51584437,25.40818437,133077,276552
10/10/94,25.43607,25.5476125,25.26875625,25.51972687,12468,271974
10/11/94,25.5476125,25.96589687,25.51972687,25.7706975,85746,266456
10/12/94,25.71492625,25.74281187,25.51972687,25.57549812,55240,263423
10/13/94,25.49184125,26.4399525,25.43607,25.88224,105082,260520
10/14/94,25.7706975,26.2168675,25.51972687,26.105325,103219,253895
10/17/94,26.16109625,26.18898187,25.85435437,26.02166812,56644,250526
10/18/94,26.07743937,26.27263875,25.91012562,25.96589687,51757,247618
10/19/94,25.85435437,25.85435437,25.63126937,25.68704062,60088,250495
10/20/94,25.659155,25.7706975,24.93412875,24.93412875,118986,258288
10/21/94,24.9899,25.12932812,24.73892937,24.9899,108846,272605
10/24/94,25.01778562,25.1014425,24.59950125,24.71104375,59439,272759
10/25/94,24.68315812,24.766815,24.40430187,24.59950125,98737,273189
10/26/94,24.6552725,24.79470062,24.37641625,24.54373,69957,275127
10/27/94,24.51584437,24.68315812,24.4321875,24.54373,52749,272308
10/28/94,24.54373,25.07355687,24.29275937,25.01778562,120132,282671
10/31/94,25.01778562,25.04567125,24.766815,24.9899,48710,283025
11/1/94,24.9899,25.01778562,24.37641625,24.40430187,105887,278649
11/2/94,24.34853062,24.51584437,23.9860175,24.18121687,113070,277452
11/3/94,24.12544562,24.26487375,23.95813187,24.09756,70284,279944
11/4/94,24.09756,24.40430187,23.67927562,23.70716125,99142,278966
11/7/94,23.65139,23.81870375,23.56773312,23.67927562,44092,281364
11/8/94,23.70716125,23.9860175,23.65139,23.93024625,66916,279450
11/9/94,23.9860175,24.37641625,23.93024625,24.320645,103119,278297
11/10/94,24.29275937,24.79470062,24.04178875,24.06967437,118331,276126
11/11/94,24.04178875,24.04178875,23.62350437,23.65139,17057,278852
11/14/94,23.70716125,24.320645,23.70716125,24.320645,80330,278398
11/15/94,24.320645,24.96201437,24.12544562,24.54373,99650,274815
11/16/94,24.34853062,24.85047187,24.09756,24.15333125,122387,273495
11/17/94,24.18121687,24.2091025,23.59561875,23.81870375,120345,277284
11/18/94,23.84658937,23.9860175,23.59561875,23.81870375,91089,263391
11/21/94,23.84658937,23.93024625,23.73504687,23.79081812,43077,259529
11/22/94,23.81870375,24.06967437,23.7629325,23.95813187,90526,254633
11/23/94,24.01390312,25.18509937,24.01390312,25.1014425,149650,233481
11/25/94,24.90624312,25.26875625,24.85047187,25.18509937,36786,225452
11/28/94,25.15721375,25.18509937,24.59950125,24.71104375,104389,207610
11/29/94,24.766815,24.766815,24.01390312,24.320645,79691,167042
11/30/94,24.320645,24.71104375,24.2091025,24.62738687,43457,144068
12/1/94,24.48795875,24.62738687,24.23698812,24.40430187,89985,165513
12/2/94,24.37641625,25.18509937,23.874475,25.15721375,164080,183303
12/5/94,25.12932812,25.29664187,24.8783575,24.93412875,105765,196788
12/6/94,24.9899,25.68704062,24.85047187,25.659155,126576,200538
12/7/94,25.659155,25.68704062,24.90624312,25.1014425,132094,212437
12/8/94,25.12932812,25.212985,24.79470062,25.04567125,82818,215692
12/9/94,25.24087062,25.40818437,24.96201437,25.18509937,78482,217230
12/12/94,25.1014425,25.1014425,24.6552725,24.766815,62312,224346
12/13/94,24.766815,24.9899,24.51584437,24.93412875,108930,227137
12/14/94,24.90624312,25.46395562,24.8783575,25.07355687,113783,233911
12/15/94,25.01778562,25.38029875,24.96201437,25.15721375,79488,238519
12/16/94,25.1014425,25.26875625,24.93412875,25.12932812,66117,241001
12/19/94,25.1014425,25.212985,25.01778562,25.15721375,36700,246789
12/20/94,25.12932812,25.38029875,25.01778562,25.12932812,54682,248993
12/21/94,25.12932812,25.3245275,25.04567125,25.24087062,34723,252982
12/22/94,25.212985,25.26875625,24.90624312,24.9899,27977,256855
12/23/94,24.93412875,25.12932812,24.82258625,24.9899,15790,256959
12/27/94,25.04567125,25.57549812,25.04567125,25.5476125,17056,257198
12/28/94,25.51972687,25.659155,25.212985,25.24087062,33049,255588
12/29/94,25.18509937,25.38029875,25.07355687,25.15721375,30986,256245
12/30/94,25.15721375,25.24087062,24.96201437,25.04567125,17255,257140
1/3/95,25.07355687,25.07355687,24.6552725,24.71104375,49979,259613
1/4/95,24.73892937,25.18509937,24.73892937,25.15721375,86643,269028
1/5/95,25.15721375,25.18509937,24.73892937,24.766815,67032,266041
1/6/95,24.82258625,25.04567125,24.37641625,24.85047187,114185,266578
1/9/95,24.82258625,24.82258625,24.54373,24.6552725,56099,267694
1/10/95,24.68315812,25.12932812,24.68315812,24.96201437,107039,267754
1/11/95,24.9899,25.35241312,24.90624312,25.24087062,76108,266648
1/12/95,25.26875625,25.43607,24.9899,25.12932812,87758,263318
1/13/95,25.15721375,26.16109625,25.12932812,25.91012562,144353,270527
1/17/95,25.9937825,26.04955375,25.5476125,25.91012562,86156,269721
1/18/95,25.93801125,26.04955375,25.68704062,25.82646875,83955,270317
1/19/95,25.85435437,25.88224,25.5476125,25.60338375,83901,273030
1/20/95,25.60338375,25.60338375,25.12932812,25.15721375,80261,273470
