Date,M1_Position,M2_Position,M1_P&L,M2_P&L,P&L
5/21/07,0,0,0.0,0.0,0.0
5/22/07,0,0,0.0,0.0,0.0
5/23/07,0,0,0.0,0.0,0.0
5/24/07,0,0,0.0,0.0,0.0
5/25/07,0,0,0.0,0.0,0.0
5/29/07,0,0,0.0,0.0,0.0
5/30/07,0,0,0.0,0.0,0.0
5/31/07,0,0,0.0,0.0,0.0
6/1/07,0,0,0.0,0.0,0.0
6/4/07,0,0,0.0,0.0,0.0
6/5/07,0,0,0.0,0.0,0.0
6/6/07,0,0,0.0,0.0,0.0
6/7/07,0,0,0.0,0.0,0.0
6/8/07,0,0,0.0,0.0,0.0
6/11/07,0,0,0.0,0.0,0.0
6/12/07,0,0,0.0,0.0,0.0
6/13/07,0,0,0.0,0.0,0.0
6/14/07,0,0,0.0,0.0,0.0
6/15/07,0,0,0.0,0.0,0.0
6/18/07,0,0,0.0,0.0,0.0
6/19/07,0,0,0.0,0.0,0.0
6/20/07,0,0,0.0,0.0,0.0
6/21/07,0,0,0.0,0.0,0.0
6/22/07,0,0,0.0,0.0,0.0
6/25/07,-1,1,1397.6299999999967,-802.3700000000063,595.2599999999904
6/26/07,-1,1,-1199.9999999999886,809.9999999999596,-390.000000000029
6/27/07,-1,1,-599.9999999999943,-4219.999999999971,-4819.999999999965
6/28/07,-1,1,-1110.0000000000136,1159.9999999999966,49.99999999998295
6/29/07,-1,1,-409.9999999999966,9.999999999976694,-400.0000000000199
7/2/07,-1,1,-319.9999999999932,-99.9999999999801,-419.9999999999733
7/3/07,-1,1,-400.0000000000057,-1329.9999999999911,-1729.9999999999968
7/5/07,-1,1,-1000.0,-1679.9999999999927,-2679.9999999999927
7/6/07,-1,1,620.0000000000045,-240.0000000000091,379.99999999999545
7/9/07,-1,1,-580.0000000000125,2799.999999999976,2219.9999999999636
7/10/07,-1,1,250.0,-1029.9999999999798,-779.9999999999798
7/11/07,-1,1,69.99999999999318,-1020.0000000000032,-950.00000000001
7/12/07,-1,1,-1259.999999999991,1610.0000000000136,350.00000000002274
7/13/07,-1,1,-99.99999999999432,-2929.9999999999927,-3029.9999999999873
7/16/07,-1,1,120.00000000000455,-749.999999999993,-629.9999999999884
7/17/07,-1,1,-1189.9999999999977,2089.9999999999964,899.9999999999986
7/18/07,-1,1,-770.0000000000102,1739.999999999995,969.9999999999848
7/19/07,-1,1,280.00000000000114,-2620.0000000000045,-2340.0000000000036
7/20/07,-1,1,900.0000000000057,-4050.0000000000114,-3150.0000000000055
7/23/07,-1,1,1329.999999999984,-1690.0000000000048,-360.0000000000207
7/24/07,-1,1,-2319.999999999993,1129.9999999999955,-1189.9999999999977
7/25/07,-1,1,930.0000000000068,120.00000000000455,1050.0000000000114
7/26/07,-1,1,-2069.999999999993,1340.0000000000034,-729.9999999999898
7/27/07,-1,1,189.99999999999773,2910.0000000000036,3100.0000000000014
7/30/07,-1,1,-1379.9999999999955,-3079.999999999998,-4459.999999999994
7/31/07,-1,1,1679.9999999999784,1610.0000000000136,3289.999999999992
8/1/07,-1,1,-329.9999999999841,-2459.999999999987,-2789.999999999971
8/2/07,-1,1,1379.9999999999955,-160.0000000000179,1219.9999999999775
8/3/07,-1,1,3419.9999999999873,1179.9999999999854,4599.999999999973
8/6/07,-1,1,-359.9999999999852,-69.99999999997897,-429.9999999999642
8/7/07,-1,1,270.00000000001023,189.99999999998352,459.99999999999375
8/8/07,-1,1,559.9999999999739,3659.9999999999964,4219.99999999997
8/9/07,-1,1,120.00000000000455,2340.0000000000177,2460.0000000000223
8/10/07,-1,1,-150.00000000000568,-360.00000000001364,-510.0000000000193
8/13/07,-1,1,-699.9999999999886,1120.0000000000186,420.00000000003
8/14/07,-1,1,-1189.9999999999977,-880.0000000000097,-2070.0000000000073
8/15/07,-1,1,2340.0000000000036,-270.00000000001023,2069.9999999999936
8/16/07,-1,1,-950.000000000017,1079.99999999997,129.99999999995293
8/17/07,-1,1,860.0000000000136,-9179.999999999956,-8319.999999999942
8/20/07,-1,1,1389.9999999999864,-1750.000000000007,-360.0000000000207
8/21/07,-1,1,310.0000000000023,-2399.9999999999845,-2089.9999999999823
8/22/07,-1,1,-569.9999999999932,549.9999999999972,-19.99999999999602
8/23/07,-1,1,-1259.999999999991,-1060.0000000000164,-2320.0000000000073
8/24/07,-1,1,-879.9999999999955,-1489.9999999999736,-2369.999999999969
8/27/07,-1,1,239.99999999998067,1709.9999999999936,1949.9999999999743
8/28/07,-1,1,-1780.0000000000011,-1800.0000000000327,-3580.0000000000337
8/29/07,-1,1,150.00000000000568,540.0000000000205,690.0000000000261
8/30/07,-1,1,-680.0000000000068,-1670.000000000016,-2350.0000000000227
8/31/07,-1,1,-1039.999999999992,1610.0000000000136,570.0000000000216
9/4/07,-1,1,-650.0000000000057,1760.0000000000193,1110.0000000000136
9/5/07,-1,1,-569.9999999999932,-1550.0000000000114,-2120.0000000000045
9/6/07,-1,1,-400.0000000000057,-1490.000000000009,-1890.0000000000148
9/7/07,-1,1,-789.999999999992,3900.0000000000055,3110.0000000000136
9/10/07,-1,1,-740.0000000000091,429.9999999999926,-310.0000000000165
9/11/07,-1,1,-1679.9999999999784,5040.000000000014,3360.0000000000355
9/12/07,-1,1,-240.0000000000091,-4090.0000000000246,-4330.000000000034
9/13/07,-1,1,689.9999999999977,1730.0000000000182,2420.000000000016
9/14/07,-1,1,-1289.999999999992,2630.000000000017,1340.0000000000248
9/17/07,-1,1,-849.9999999999943,-890.0000000000218,-1740.0000000000161
9/18/07,-1,1,-620.0000000000045,-3180.000000000014,-3800.0000000000186
9/19/07,-1,1,-930.0000000000068,680.0000000000139,-249.99999999999295
9/20/07,-1,1,159.9999999999966,120.00000000000455,280.00000000000114
9/21/07,-1,1,669.9999999999875,1780.0000000000082,2449.9999999999955
9/24/07,-1,1,1420.000000000016,-809.9999999999952,610.0000000000207
9/25/07,-1,1,-770.0000000000102,-410.0000000000392,-1180.0000000000496
9/26/07,-1,1,-2579.999999999984,-1269.9999999999889,-3849.9999999999727
9/27/07,-1,1,1219.9999999999989,-489.9999999999949,730.000000000004
9/28/07,-1,1,1419.9999999999875,1799.9999999999973,3219.9999999999845
10/1/07,-1,1,189.99999999999773,3770.0000000000246,3960.0000000000223
10/2/07,-1,1,110.00000000001364,-1500.0000000000214,-1390.0000000000077
10/3/07,-1,1,-1500.0,1350.0000000000157,-149.9999999999843
10/4/07,-1,1,219.99999999999886,-3390.000000000022,-3170.0000000000227
10/5/07,-1,1,2199.9999999999886,-2270.000000000003,-70.00000000001455
10/8/07,-1,1,-1139.9999999999864,170.00000000003013,-969.9999999999562
10/9/07,-1,1,-1069.9999999999932,1469.9999999999845,399.99999999999136
10/10/07,-1,1,-1650.0000000000057,-1340.0000000000034,-2990.000000000009
10/11/07,-1,1,-480.0000000000182,979.9999999999898,499.9999999999716
10/12/07,-1,1,-2389.9999999999864,2869.9999999999905,480.0000000000041
10/15/07,-1,1,-1450.000000000017,-579.9999999999627,-2029.9999999999798
10/16/07,-1,1,390.0000000000148,1579.999999999977,1969.9999999999918
10/17/07,-1,1,-1849.9999999999943,-89.99999999996788,-1939.9999999999623
10/18/07,-1,1,1090.0000000000034,-3310.000000000031,-2220.0000000000273
10/19/07,-1,1,929.9999999999784,-1870.0000000000116,-940.0000000000332
10/22/07,-1,1,750.0,-549.9999999999972,200.00000000000284
10/23/07,-1,1,-1829.999999999984,1830.0000000000339,4.979483492206782e-11
10/24/07,-1,1,-3360.0000000000136,1289.9999999999777,-2070.000000000036
10/25/07,-1,1,-1399.9999999999773,-249.9999999999858,-1649.9999999999632
10/26/07,-1,1,-1670.000000000016,1610.0000000000136,-60.000000000002274
10/29/07,-1,1,3150.0000000000055,549.9999999999972,3700.0000000000027
10/30/07,-1,1,-4150.0000000000055,3059.9999999999736,-1090.0000000000318
10/31/07,-1,1,1039.999999999992,3369.9999999999973,4409.999999999989
11/1/07,-1,1,-2439.9999999999977,-1960.000000000015,-4400.000000000013
11/2/07,-1,1,1950.000000000017,-3999.999999999986,-2049.999999999969
11/5/07,-1,1,-2719.999999999999,-1630.0000000000025,-4350.000000000002
11/6/07,-1,1,329.9999999999841,-2420.0000000000086,-2090.0000000000246
11/7/07,-1,1,909.9999999999966,1150.00000000002,2060.0000000000164
11/8/07,-1,1,-859.9999999999852,1789.999999999985,929.9999999999998
11/9/07,-1,1,1699.9999999999886,390.0000000000148,2090.0000000000036
11/12/07,-1,1,3319.999999999993,-109.99999999999233,3210.000000000001
11/13/07,-1,1,-2629.9999999999955,-880.0000000000097,-3510.000000000005
11/14/07,-1,1,760.0000000000193,-1479.9999999999968,-719.9999999999775
11/15/07,-1,1,-1770.0000000000102,2659.9999999999823,889.999999999972
11/16/07,-1,1,-800.0000000000114,-2009.9999999999695,-2809.999999999981
11/19/07,-1,1,-3389.9999999999864,-3290.0000000000064,-6679.999999999993
11/20/07,-1,1,740.0000000000091,519.999999999996,1260.000000000005
11/21/07,-1,1,-890.0000000000148,1409.9999999999823,519.9999999999675
11/23/07,-1,1,479.99999999998977,100.00000000001563,580.0000000000055
11/26/07,-1,1,3280.000000000001,-2040.0000000000064,1239.9999999999945
11/27/07,-1,1,3800.0000000000114,-3309.999999999995,490.00000000001637
11/28/07,-1,1,-389.99999999998636,-339.9999999999892,-729.9999999999756
11/29/07,-1,1,2299.9999999999827,-1500.0000000000214,799.9999999999613
11/30/07,-1,1,-599.9999999999943,-879.9999999999741,-1479.9999999999684
12/3/07,-1,1,990.0000000000091,-590.0000000000105,399.99999999999864
12/4/07,-1,1,829.9999999999841,300.00000000001137,1129.9999999999955
12/5/07,-1,1,-2740.000000000009,1449.9999999999957,-1290.0000000000134
12/6/07,-1,1,1950.000000000017,-1750.000000000007,200.00000000001
12/7/07,-1,1,419.9999999999875,-1230.0000000000111,-810.0000000000236
12/10/07,-1,1,-2159.9999999999964,530.0000000000082,-1629.9999999999882
12/11/07,-1,1,-4370.000000000005,3230.000000000004,-1140.0000000000005
12/12/07,-1,1,1820.0000000000216,-1630.0000000000025,190.0000000000191
12/13/07,-1,1,909.9999999999966,-1720.000000000006,-810.0000000000093
12/14/07,-1,1,500.0,410.0000000000037,910.0000000000036
12/17/07,-1,1,969.9999999999989,1140.0000000000077,2110.0000000000064
12/18/07,-1,1,-1159.9999999999966,199.99999999999574,-960.0000000000009
12/19/07,-1,1,179.9999999999784,-689.9999999999907,-510.0000000000123
12/20/07,-1,1,-2250.0,389.99999999997925,-1860.0000000000207
12/21/07,-1,1,-819.9999999999932,-1250.0,-2069.999999999993
12/24/07,-1,1,-1840.0000000000034,160.0000000000179,-1679.9999999999854
12/26/07,-1,1,-650.0000000000057,359.9999999999781,-290.00000000002757
12/27/07,-1,1,620.0000000000045,1740.0000000000305,2360.000000000035
12/28/07,-1,1,20.000000000010232,1099.9999999999943,1120.0000000000045
12/31/07,-1,1,-3640.0000000000146,3439.9999999999764,-200.0000000000382
1/2/08,-1,1,440.00000000002615,-1670.000000000016,-1229.9999999999898
1/3/08,-1,1,1269.9999999999818,1130.000000000031,2400.0000000000127
1/4/08,-1,1,2819.999999999993,739.9999999999807,3559.9999999999736
1/7/08,-1,1,-1239.9999999999807,990.000000000002,-249.99999999997863
1/8/08,-1,1,659.9999999999966,1050.0000000000043,1710.000000000001
1/9/08,-1,1,2020.0000000000102,1039.999999999992,3060.0000000000023
1/10/08,-1,1,1049.999999999983,-109.99999999999233,939.9999999999907
1/11/08,-1,1,-1710.000000000008,890.0000000000218,-819.9999999999861
1/14/08,-1,1,2140.0000000000146,-1400.0000000000057,740.0000000000089
1/15/08,-1,1,1370.0000000000045,-710.000000000015,659.9999999999895
1/16/08,-1,1,789.999999999992,-420.0000000000159,369.9999999999761
1/17/08,-1,1,-349.9999999999943,-709.9999999999795,-1059.9999999999739
1/18/08,-1,1,710.000000000008,-3000.0000000000073,-2289.999999999999
1/22/08,-1,1,2219.999999999999,-659.9999999999895,1560.0000000000095
1/23/08,-1,1,-2420.000000000016,2019.9999999999818,-400.0000000000341
1/24/08,-1,1,-1299.999999999983,1710.0000000000293,410.0000000000464
1/25/08,-1,1,-280.00000000000114,879.9999999999741,599.9999999999729
1/28/08,-1,1,-650.0000000000057,-990.000000000002,-1640.0000000000077
1/29/08,-1,1,-689.9999999999977,1020.0000000000032,330.00000000000546
1/30/08,-1,1,579.9999999999841,289.99999999999915,869.9999999999832
1/31/08,-1,1,2790.0000000000205,-3339.9999999999964,-549.9999999999759
2/1/08,-1,1,-1060.0000000000023,1290.0000000000134,230.00000000001114
2/4/08,-1,1,1609.9999999999852,730.000000000004,2339.999999999989
2/5/08,-1,1,1270.0000000000102,519.999999999996,1790.0000000000064
2/6/08,0,0,-12.37,-12.37,-24.74
2/7/08,0,0,0.0,0.0,0.0
2/8/08,0,0,0.0,0.0,0.0
2/11/08,0,0,0.0,0.0,0.0
2/12/08,0,0,0.0,0.0,0.0
2/13/08,0,0,0.0,0.0,0.0
2/14/08,0,0,0.0,0.0,0.0
2/15/08,0,0,0.0,0.0,0.0
2/19/08,0,0,0.0,0.0,0.0
2/20/08,0,0,0.0,0.0,0.0
2/21/08,0,0,0.0,0.0,0.0
2/22/08,0,0,0.0,0.0,0.0
2/25/08,0,0,0.0,0.0,0.0
2/26/08,0,0,0.0,0.0,0.0
2/27/08,0,0,0.0,0.0,0.0
2/28/08,0,0,0.0,0.0,0.0
2/29/08,0,0,0.0,0.0,0.0
3/3/08,0,0,0.0,0.0,0.0
3/4/08,0,0,0.0,0.0,0.0
3/5/08,0,0,0.0,0.0,0.0
3/6/08,0,0,0.0,0.0,0.0
3/7/08,0,0,0.0,0.0,0.0
3/10/08,0,0,0.0,0.0,0.0
3/11/08,0,0,0.0,0.0,0.0
3/12/08,0,0,0.0,0.0,0.0
3/13/08,0,0,0.0,0.0,0.0
3/14/08,0,0,0.0,0.0,0.0
3/17/08,0,0,0.0,0.0,0.0
3/18/08,0,0,0.0,0.0,0.0
3/19/08,0,0,0.0,0.0,0.0
3/20/08,0,0,0.0,0.0,0.0
3/24/08,0,0,0.0,0.0,0.0
3/25/08,0,0,0.0,0.0,0.0
3/26/08,0,0,0.0,0.0,0.0
3/27/08,0,0,0.0,0.0,0.0
3/28/08,0,0,0.0,0.0,0.0
3/31/08,0,0,0.0,0.0,0.0
4/1/08,0,0,0.0,0.0,0.0
4/2/08,0,0,0.0,0.0,0.0
4/3/08,0,0,0.0,0.0,0.0
4/4/08,0,0,0.0,0.0,0.0
4/7/08,0,0,0.0,0.0,0.0
4/8/08,0,0,0.0,0.0,0.0
4/9/08,0,0,0.0,0.0,0.0
4/10/08,0,0,0.0,0.0,0.0
4/11/08,0,0,0.0,0.0,0.0
4/14/08,0,0,0.0,0.0,0.0
4/15/08,0,0,0.0,0.0,0.0
4/16/08,0,0,0.0,0.0,0.0
4/17/08,0,0,0.0,0.0,0.0
4/18/08,0,0,0.0,0.0,0.0
4/21/08,0,0,0.0,0.0,0.0
4/22/08,0,0,0.0,0.0,0.0
4/23/08,0,0,0.0,0.0,0.0
4/24/08,0,0,0.0,0.0,0.0
4/25/08,0,0,0.0,0.0,0.0
4/28/08,0,0,0.0,0.0,0.0
4/29/08,0,0,0.0,0.0,0.0
4/30/08,0,0,0.0,0.0,0.0
5/1/08,0,0,0.0,0.0,0.0
5/2/08,0,0,0.0,0.0,0.0
5/5/08,0,0,0.0,0.0,0.0
5/6/08,0,0,0.0,0.0,0.0
5/7/08,0,0,0.0,0.0,0.0
5/8/08,0,0,0.0,0.0,0.0
5/9/08,0,0,0.0,0.0,0.0
5/12/08,0,0,0.0,0.0,0.0
5/13/08,0,0,0.0,0.0,0.0
5/14/08,0,0,0.0,0.0,0.0
5/15/08,0,0,0.0,0.0,0.0
5/16/08,0,0,0.0,0.0,0.0
5/19/08,0,0,0.0,0.0,0.0
5/20/08,0,0,0.0,0.0,0.0
5/21/08,0,0,0.0,0.0,0.0
5/22/08,0,0,0.0,0.0,0.0
5/23/08,0,0,0.0,0.0,0.0
5/27/08,0,0,0.0,0.0,0.0
5/28/08,0,0,0.0,0.0,0.0
5/29/08,0,0,0.0,0.0,0.0
5/30/08,0,0,0.0,0.0,0.0
6/2/08,0,0,0.0,0.0,0.0
6/3/08,0,0,0.0,0.0,0.0
6/4/08,0,0,0.0,0.0,0.0
6/5/08,0,0,0.0,0.0,0.0
6/6/08,0,0,0.0,0.0,0.0
6/9/08,0,0,0.0,0.0,0.0
6/10/08,0,0,0.0,0.0,0.0
6/11/08,0,0,0.0,0.0,0.0
6/12/08,0,0,0.0,0.0,0.0
6/13/08,0,0,0.0,0.0,0.0
6/16/08,0,0,0.0,0.0,0.0
6/17/08,0,0,0.0,0.0,0.0
6/18/08,0,0,0.0,0.0,0.0
6/19/08,0,0,0.0,0.0,0.0
6/20/08,0,0,0.0,0.0,0.0
6/23/08,0,0,0.0,0.0,0.0
6/24/08,0,0,0.0,0.0,0.0
6/25/08,0,0,0.0,0.0,0.0
6/26/08,0,0,0.0,0.0,0.0
6/27/08,0,0,0.0,0.0,0.0
6/30/08,0,0,0.0,0.0,0.0
7/1/08,0,0,0.0,0.0,0.0
7/2/08,0,0,0.0,0.0,0.0
7/3/08,0,0,0.0,0.0,0.0
7/7/08,0,0,0.0,0.0,0.0
7/8/08,0,0,0.0,0.0,0.0
7/9/08,0,0,0.0,0.0,0.0
7/10/08,0,0,0.0,0.0,0.0
7/11/08,-1,1,-132.37000000000455,557.6299999999861,425.2599999999816
7/14/08,-1,1,6409.999999999996,-4819.999999999957,1590.000000000039
7/15/08,-1,1,4050.0000000000114,-899.9999999999986,3150.0000000000127
7/16/08,-1,1,5139.999999999986,-8730.000000000047,-3590.000000000061
7/17/08,-1,1,710.000000000008,340.0000000000247,1050.0000000000327
7/18/08,-1,1,-2349.9999999999945,-540.0000000000205,-2890.000000000015
7/21/08,-1,1,3399.9999999999773,-4419.999999999966,-1019.9999999999891
7/22/08,-1,1,3980.000000000018,-2920.000000000016,1060.0000000000023
7/23/08,-1,1,-1050.0000000000114,-4740.000000000037,-5790.000000000049
7/24/08,-1,1,2229.99999999999,-2509.999999999977,-279.9999999999868
7/25/08,-1,1,-1469.9999999999989,689.9999999999907,-780.0000000000082
7/28/08,-1,1,2540.0000000000205,-649.9999999999773,1890.0000000000432
7/29/08,-1,1,-4580.000000000013,1180.000000000021,-3399.999999999992
7/30/08,-1,1,2689.9999999999977,-1290.0000000000134,1399.9999999999843
7/31/08,-1,1,-1019.9999999999818,2699.999999999996,1680.000000000014
8/1/08,-1,1,3689.9999999999977,-6630.000000000003,-2940.000000000005
8/4/08,-1,1,2239.999999999981,0.0,2239.999999999981
8/5/08,-1,1,590.0000000000034,470.00000000000597,1060.0000000000093
8/6/08,-1,1,-1439.9999999999977,-2020.0000000000173,-3460.000000000015
8/7/08,-1,1,4819.999999999993,-3230.000000000004,1589.9999999999886
8/8/08,-1,1,750.0,920.000000000023,1670.000000000023
8/11/08,-1,1,1439.9999999999977,-120.00000000000455,1319.9999999999932
8/12/08,-1,1,-2859.9999999999854,1349.99999999998,-1510.0000000000055
8/13/08,-1,1,960.000000000008,-3059.9999999999736,-2099.9999999999654
8/14/08,-1,1,1090.0000000000034,-410.0000000000392,679.9999999999642
8/15/08,-1,1,1049.999999999983,-2019.9999999999818,-969.9999999999989
8/18/08,-1,1,-1650.0000000000057,839.9999999999964,-810.0000000000093
8/19/08,-1,1,-1019.9999999999818,960.0000000000009,-59.9999999999809
8/20/08,-1,1,-5620.000000000005,1829.9999999999982,-3790.0000000000064
8/21/08,-1,1,6590.000000000004,-4019.9999999999745,2570.000000000029
8/22/08,-1,1,-520.0000000000102,-190.00000000001904,-710.0000000000293
8/25/08,-1,1,-1159.9999999999966,4490.000000000016,3330.00000000002
8/26/08,-1,1,-1879.9999999999955,2209.9999999999654,329.99999999997
8/27/08,-1,1,2560.0000000000023,-5579.999999999998,-3019.999999999996
8/28/08,-1,1,129.99999999999545,-1069.9999999999932,-939.9999999999977
8/29/08,-1,1,5750.0,-6819.999999999986,-1069.9999999999864
9/2/08,-1,1,359.9999999999852,30.000000000001137,389.99999999998636
9/3/08,-1,1,1460.000000000008,579.9999999999983,2040.0000000000064
9/4/08,-1,1,1659.9999999999966,1269.9999999999889,2929.9999999999854
9/5/08,-1,1,-109.99999999998522,779.9999999999941,670.0000000000089
9/8/08,-1,1,3079.999999999984,80.00000000002672,3160.000000000011
9/9/08,-1,1,680.0000000000068,-1420.00000000003,-740.0000000000232
9/10/08,-1,1,1710.000000000008,-1449.9999999999957,260.0000000000123
9/11/08,-1,1,-310.0000000000023,1180.000000000021,870.0000000000186
9/12/08,-1,1,5560.000000000002,79.99999999999119,5639.999999999993
9/15/08,0,0,-12.37,-12.37,-24.74
9/16/08,0,0,0.0,0.0,0.0
9/17/08,0,0,0.0,0.0,0.0
9/18/08,0,0,0.0,0.0,0.0
9/19/08,0,0,0.0,0.0,0.0
9/22/08,0,0,0.0,0.0,0.0
9/23/08,0,0,0.0,0.0,0.0
9/24/08,0,0,0.0,0.0,0.0
9/25/08,0,0,0.0,0.0,0.0
9/26/08,0,0,0.0,0.0,0.0
9/29/08,0,0,0.0,0.0,0.0
9/30/08,0,0,0.0,0.0,0.0
10/1/08,0,0,0.0,0.0,0.0
10/2/08,0,0,0.0,0.0,0.0
10/3/08,0,0,0.0,0.0,0.0
10/6/08,0,0,0.0,0.0,0.0
10/7/08,0,0,0.0,0.0,0.0
10/8/08,0,0,0.0,0.0,0.0
10/9/08,0,0,0.0,0.0,0.0
10/10/08,0,0,0.0,0.0,0.0
10/13/08,0,0,0.0,0.0,0.0
10/14/08,0,0,0.0,0.0,0.0
10/15/08,0,0,0.0,0.0,0.0
10/16/08,0,0,0.0,0.0,0.0
10/17/08,0,0,0.0,0.0,0.0
10/20/08,0,0,0.0,0.0,0.0
10/21/08,0,0,0.0,0.0,0.0
10/22/08,0,0,0.0,0.0,0.0
10/23/08,0,0,0.0,0.0,0.0
10/24/08,0,0,0.0,0.0,0.0
10/27/08,0,0,0.0,0.0,0.0
10/28/08,0,0,0.0,0.0,0.0
10/29/08,0,0,0.0,0.0,0.0
10/30/08,0,0,0.0,0.0,0.0
10/31/08,0,0,0.0,0.0,0.0
11/3/08,0,0,0.0,0.0,0.0
11/4/08,0,0,0.0,0.0,0.0
11/5/08,0,0,0.0,0.0,0.0
11/6/08,0,0,0.0,0.0,0.0
11/7/08,0,0,0.0,0.0,0.0
11/10/08,0,0,0.0,0.0,0.0
11/11/08,0,0,0.0,0.0,0.0
11/12/08,0,0,0.0,0.0,0.0
11/13/08,0,0,0.0,0.0,0.0
11/14/08,0,0,0.0,0.0,0.0
11/17/08,1,-1,-742.3699999999898,377.6300000000148,-364.739999999975
11/18/08,1,-1,-659.9999999999966,-2110.000000000021,-2770.0000000000173
11/19/08,1,-1,-4680.000000000007,4270.000000000032,-409.99999999997544
11/20/08,1,-1,510.0000000000051,-1170.0000000000089,-660.0000000000038
11/21/08,1,-1,4570.000000000007,-3239.999999999981,1330.0000000000264
11/24/08,1,-1,-3730.000000000018,4409.999999999989,679.9999999999709
11/25/08,1,-1,3670.000000000016,-4920.000000000009,-1249.9999999999932
11/26/08,1,-1,-10.000000000019327,3679.9999999999854,3669.9999999999663
11/28/08,1,-1,-5149.999999999992,-939.9999999999764,-6089.999999999968
12/1/08,1,-1,-2319.999999999993,1799.9999999999973,-519.9999999999959
12/2/08,1,-1,-170.0000000000017,770.0000000000173,600.0000000000156
