Date,M1_Position,M2_Position,M1_P&L,M2_P&L,P&L
5/21/07,0,0,0.0,0.0,0.0
5/22/07,0,0,0.0,0.0,0.0
5/23/07,0,0,0.0,0.0,0.0
5/24/07,0,0,0.0,0.0,0.0
5/25/07,0,0,0.0,0.0,0.0
5/29/07,0,0,0.0,0.0,0.0
5/30/07,0,0,0.0,0.0,0.0
5/31/07,0,0,0.0,0.0,0.0
6/1/07,0,0,0.0,0.0,0.0
6/4/07,0,0,0.0,0.0,0.0
6/5/07,0,0,0.0,0.0,0.0
6/6/07,0,0,0.0,0.0,0.0
6/7/07,0,0,0.0,0.0,0.0
6/8/07,0,0,0.0,0.0,0.0
6/11/07,0,0,0.0,0.0,0.0
6/12/07,0,0,0.0,0.0,0.0
6/13/07,0,0,0.0,0.0,0.0
6/14/07,0,0,0.0,0.0,0.0
6/15/07,0,0,0.0,0.0,0.0
6/18/07,0,0,0.0,0.0,0.0
6/19/07,0,0,0.0,0.0,0.0
6/20/07,0,0,0.0,0.0,0.0
6/21/07,0,0,0.0,0.0,0.0
6/22/07,0,0,0.0,0.0,0.0
6/25/07,0,0,0.0,0.0,0.0
6/26/07,0,0,0.0,0.0,0.0
6/27/07,0,0,0.0,0.0,0.0
6/28/07,0,0,0.0,0.0,0.0
6/29/07,0,0,0.0,0.0,0.0
7/2/07,0,0,0.0,0.0,0.0
7/3/07,0,0,0.0,0.0,0.0
7/5/07,0,0,0.0,0.0,0.0
7/6/07,0,0,0.0,0.0,0.0
7/9/07,0,0,0.0,0.0,0.0
7/10/07,1,-1,535.45,-357.05,178.40000000000003
7/11/07,1,-1,1237.5,-505.0,732.5
7/12/07,1,-1,212.5,-240.0,-27.5
7/13/07,1,-1,-12.5,-35.0,-47.5
7/16/07,1,-1,-50.0,-245.0,-295.0
7/17/07,1,-1,-200.0,20.0,-180.0
7/18/07,1,-1,250.0,-115.0,135.0
7/19/07,1,-1,-737.5,205.0,-532.5
7/20/07,1,-1,200.0,35.0,235.0
7/23/07,1,-1,-1325.0,560.0,-765.0
7/24/07,1,-1,112.5,-20.0,92.5
7/25/07,1,-1,-1787.5,520.0,-1267.5
7/26/07,1,-1,-1550.0,740.0,-810.0
7/27/07,1,-1,1137.5,-595.0,542.5
7/30/07,1,-1,-937.5,950.0,12.5
7/31/07,1,-1,400.0,-295.0,105.0
8/1/07,1,-1,587.5,-390.0,197.5
8/2/07,1,-1,-1937.5,810.0,-1127.5
8/3/07,1,-1,1237.5,-460.0,777.5
8/6/07,1,-1,737.5,-230.0,507.5
8/7/07,1,-1,1075.0,-505.0,570.0
8/8/07,1,-1,-2300.0,1075.0,-1225.0
8/9/07,1,-1,-350.0,330.0,-20.0
8/10/07,1,-1,200.0,-270.0,-70.0
8/13/07,1,-1,-1037.5,555.0,-482.5
8/14/07,1,-1,-987.5,725.0,-262.5
8/15/07,1,-1,500.0,440.0,940.0
8/16/07,1,-1,1275.0,-715.0,560.0
8/17/07,1,-1,-50.0,-110.0,-160.0
8/20/07,1,-1,62.5,-440.0,-377.5
8/21/07,1,-1,925.0,-505.0,420.0
8/22/07,1,-1,-112.5,110.0,-2.5
8/23/07,1,-1,850.0,-600.0,250.0
8/24/07,1,-1,-675.0,380.0,-295.0
8/27/07,1,-1,-1587.5,855.0,-732.5
8/28/07,1,-1,1362.5,-1065.0,297.5
8/29/07,1,-1,-200.0,-275.0,-475.0
8/30/07,1,-1,762.5,-400.0,362.5
8/31/07,1,-1,637.5,-600.0,37.5
9/4/07,1,-1,-650.0,430.0,-220.0
9/5/07,1,-1,150.0,-10.0,140.0
9/6/07,1,-1,-987.5,665.0,-322.5
9/7/07,1,-1,-225.0,45.0,-180.0
9/10/07,1,-1,875.0,-505.0,370.0
9/11/07,1,-1,175.0,-55.0,120.0
9/12/07,1,-1,437.5,-90.0,347.5
9/13/07,1,-1,0.0,-10.0,-10.0
9/14/07,1,-1,-400.0,375.0,-25.0
9/17/07,1,-1,2150.0,-1065.0,1085.0
9/18/07,1,-1,437.5,-100.0,337.5
9/19/07,1,-1,-450.0,120.0,-330.0
9/20/07,1,-1,137.5,-176.200000000008,-38.700000000008004
9/21/07,1,-1,-137.5,-225.0,-362.5
9/24/07,1,-1,-137.5,-355.0,-492.5
9/25/07,1,-1,362.5,-240.0,122.5
9/26/07,1,-1,412.5,-245.0,167.5
9/27/07,1,-1,-325.0,155.0,-170.0
9/28/07,1,-1,925.0,-425.0,500.0
10/1/07,1,-1,-100.0,-5.0,-105.0
10/2/07,1,-1,-187.5,295.0,107.5
10/3/07,1,-1,75.0,-45.0,30.0
10/4/07,1,-1,925.0,-955.0,-30.0
10/5/07,1,-1,-400.0,-190.0,-590.0
10/8/07,1,-1,675.0,-280.0,395.0
10/9/07,1,-1,-150.0,-45.0,-195.0
10/10/07,1,-1,-400.0,595.0,195.0
10/11/07,1,-1,462.5,-650.0,-187.5
10/12/07,1,-1,-712.5,370.0,-342.5
10/15/07,1,-1,-637.5,90.0,-547.5
10/16/07,1,-1,250.0,-410.0,-160.0
10/17/07,1,-1,-287.5,-185.0,-472.5
10/18/07,1,-1,-2050.0,1125.0,-925.0
10/19/07,1,-1,387.5,-440.0,-52.5
10/22/07,1,-1,600.0,-805.0,-205.0
10/23/07,1,-1,-175.0,180.0,5.0
10/24/07,1,-1,150.0,195.0,345.0
10/25/07,1,-1,875.0,-280.0,595.0
10/26/07,1,-1,225.0,-165.0,60.0
10/29/07,1,-1,-550.0,-45.0,-595.0
10/30/07,1,-1,950.0,-695.0,255.0
10/31/07,1,-1,-1962.5,740.0,-1222.5
11/1/07,1,-1,87.5,-160.0,-72.5
11/2/07,1,-1,-600.0,215.0,-385.0
11/5/07,1,-1,975.0,-415.0,560.0
11/6/07,1,-1,-2112.5,1050.0,-1062.5
11/7/07,1,-1,-362.5,1510.0,1147.5
11/8/07,1,-1,-1025.0,1275.0,250.0
11/9/07,1,-1,-737.5,1045.0,307.5
11/12/07,1,-1,2150.0,-1545.0,605.0
11/13/07,1,-1,-262.5,185.0,-77.5
11/14/07,1,-1,-1000.0,480.0,-520.0
11/15/07,1,-1,112.5,-435.0,-322.5
11/16/07,1,-1,-1137.5,545.0,-592.5
11/19/07,1,-1,425.0,-150.0,275.0
11/20/07,1,-1,-1412.5,600.0,-812.5
11/21/07,1,-1,1212.5,-540.0,672.5
11/23/07,1,-1,-1637.5,650.0,-987.5
11/26/07,1,-1,862.5,-650.0,212.5
11/27/07,1,-1,2200.0,-1260.0,940.0
11/28/07,1,-1,50.0,-100.0,-50.0
11/29/07,1,-1,612.5,120.0,732.5
11/30/07,1,-1,-412.5,390.0,-22.5
12/3/07,1,-1,-612.5,255.0,-357.5
12/4/07,1,-1,1187.5,-780.0,407.5
12/5/07,1,-1,1025.0,-495.0,530.0
12/6/07,1,-1,-12.5,-120.0,-132.5
12/7/07,1,-1,575.0,-130.0,445.0
12/10/07,1,-1,-2037.5,970.0,-1067.5
12/11/07,1,-1,612.5,-355.0,257.5
12/12/07,1,-1,-112.5,300.0,187.5
12/13/07,1,-1,-1000.0,405.0,-595.0
12/14/07,1,-1,-1075.0,880.0,-195.0
12/17/07,1,-1,462.5,-15.0,447.5
12/18/07,1,-1,-87.5,-135.0,-222.5
12/19/07,1,-1,487.5,-810.0,-322.5
12/20/07,1,-1,1162.5,-448.5999999999967,713.9000000000033
12/21/07,1,-1,425.0,-215.0,210.0
12/24/07,1,-1,162.5,-230.0,-67.5
12/26/07,1,-1,-1000.0,560.0,-440.0
12/27/07,1,-1,-212.5,130.0,-82.5
12/28/07,1,-1,-412.5,405.0,-7.5
12/31/07,1,-1,-937.5,695.0,-242.5
1/2/08,1,-1,12.5,-125.0,-112.5
1/3/08,1,-1,-1787.5,1825.0,37.5
1/4/08,1,-1,-75.0,195.0,120.0
1/7/08,1,-1,-1225.0,935.0,-290.0
1/8/08,1,-1,725.0,-560.0,165.0
1/9/08,1,-1,475.0,-85.0,390.0
1/10/08,0,0,-14.549999999999999,-7.049999999999999,-21.599999999999998
1/11/08,0,0,0.0,0.0,0.0
1/14/08,0,0,0.0,0.0,0.0
1/15/08,0,0,0.0,0.0,0.0
1/16/08,0,0,0.0,0.0,0.0
1/17/08,0,0,0.0,0.0,0.0
1/18/08,0,0,0.0,0.0,0.0
1/22/08,0,0,0.0,0.0,0.0
1/23/08,0,0,0.0,0.0,0.0
1/24/08,0,0,0.0,0.0,0.0
1/25/08,0,0,0.0,0.0,0.0
1/28/08,0,0,0.0,0.0,0.0
1/29/08,0,0,0.0,0.0,0.0
1/30/08,0,0,0.0,0.0,0.0
1/31/08,0,0,0.0,0.0,0.0
2/1/08,0,0,0.0,0.0,0.0
2/4/08,0,0,0.0,0.0,0.0
2/5/08,0,0,0.0,0.0,0.0
2/6/08,0,0,0.0,0.0,0.0
2/7/08,0,0,0.0,0.0,0.0
2/8/08,0,0,0.0,0.0,0.0
2/11/08,0,0,0.0,0.0,0.0
2/12/08,0,0,0.0,0.0,0.0
2/13/08,0,0,0.0,0.0,0.0
2/14/08,0,0,0.0,0.0,0.0
2/15/08,0,0,0.0,0.0,0.0
2/19/08,0,0,0.0,0.0,0.0
2/20/08,0,0,0.0,0.0,0.0
2/21/08,0,0,0.0,0.0,0.0
2/22/08,0,0,0.0,0.0,0.0
2/25/08,0,0,0.0,0.0,0.0
2/26/08,0,0,0.0,0.0,0.0
2/27/08,0,0,0.0,0.0,0.0
2/28/08,0,0,0.0,0.0,0.0
2/29/08,0,0,0.0,0.0,0.0
3/3/08,0,0,0.0,0.0,0.0
3/4/08,0,0,0.0,0.0,0.0
3/5/08,0,0,0.0,0.0,0.0
3/6/08,0,0,0.0,0.0,0.0
3/7/08,0,0,0.0,0.0,0.0
3/10/08,0,0,0.0,0.0,0.0
3/11/08,0,0,0.0,0.0,0.0
3/12/08,0,0,0.0,0.0,0.0
3/13/08,0,0,0.0,0.0,0.0
3/14/08,0,0,0.0,0.0,0.0
3/17/08,0,0,0.0,0.0,0.0
3/18/08,0,0,0.0,0.0,0.0
3/19/08,0,0,0.0,0.0,0.0
3/20/08,0,0,0.0,0.0,0.0
3/24/08,0,0,0.0,0.0,0.0
3/25/08,0,0,0.0,0.0,0.0
3/26/08,0,0,0.0,0.0,0.0
3/27/08,0,0,0.0,0.0,0.0
3/28/08,0,0,0.0,0.0,0.0
3/31/08,0,0,0.0,0.0,0.0
4/1/08,0,0,0.0,0.0,0.0
4/2/08,0,0,0.0,0.0,0.0
4/3/08,0,0,0.0,0.0,0.0
4/4/08,0,0,0.0,0.0,0.0
4/7/08,0,0,0.0,0.0,0.0
4/8/08,0,0,0.0,0.0,0.0
4/9/08,0,0,0.0,0.0,0.0
4/10/08,0,0,0.0,0.0,0.0
4/11/08,0,0,0.0,0.0,0.0
4/14/08,0,0,0.0,0.0,0.0
4/15/08,0,0,0.0,0.0,0.0
4/16/08,0,0,0.0,0.0,0.0
4/17/08,0,0,0.0,0.0,0.0
4/18/08,0,0,0.0,0.0,0.0
4/21/08,0,0,0.0,0.0,0.0
4/22/08,0,0,0.0,0.0,0.0
4/23/08,0,0,0.0,0.0,0.0
4/24/08,0,0,0.0,0.0,0.0
4/25/08,0,0,0.0,0.0,0.0
4/28/08,0,0,0.0,0.0,0.0
4/29/08,0,0,0.0,0.0,0.0
4/30/08,0,0,0.0,0.0,0.0
5/1/08,0,0,0.0,0.0,0.0
5/2/08,0,0,0.0,0.0,0.0
5/5/08,0,0,0.0,0.0,0.0
5/6/08,0,0,0.0,0.0,0.0
5/7/08,0,0,0.0,0.0,0.0
5/8/08,0,0,0.0,0.0,0.0
5/9/08,0,0,0.0,0.0,0.0
5/12/08,0,0,0.0,0.0,0.0
5/13/08,0,0,0.0,0.0,0.0
5/14/08,0,0,0.0,0.0,0.0
5/15/08,0,0,0.0,0.0,0.0
5/16/08,0,0,0.0,0.0,0.0
5/19/08,0,0,0.0,0.0,0.0
5/20/08,0,0,0.0,0.0,0.0
5/21/08,0,0,0.0,0.0,0.0
5/22/08,0,0,0.0,0.0,0.0
5/23/08,0,0,0.0,0.0,0.0
5/27/08,0,0,0.0,0.0,0.0
5/28/08,0,0,0.0,0.0,0.0
5/29/08,0,0,0.0,0.0,0.0
5/30/08,0,0,0.0,0.0,0.0
6/2/08,0,0,0.0,0.0,0.0
6/3/08,0,0,0.0,0.0,0.0
6/4/08,0,0,0.0,0.0,0.0
6/5/08,0,0,0.0,0.0,0.0
6/6/08,0,0,0.0,0.0,0.0
6/9/08,0,0,0.0,0.0,0.0
6/10/08,0,0,0.0,0.0,0.0
6/11/08,0,0,0.0,0.0,0.0
6/12/08,0,0,0.0,0.0,0.0
6/13/08,0,0,0.0,0.0,0.0
6/16/08,0,0,0.0,0.0,0.0
6/17/08,0,0,0.0,0.0,0.0
6/18/08,0,0,0.0,0.0,0.0
6/19/08,1,-1,-1139.55,972.95,-166.5999999999999
6/20/08,1,-1,-37.5,470.0,432.5
6/23/08,1,-1,-137.5,130.0,-7.5
6/24/08,1,-1,350.0,-415.0,-65.0
6/25/08,1,-1,-1900.0,1315.0,-585.0
6/26/08,1,-1,-225.0,15.0,-210.0
6/27/08,1,-1,50.0,395.0,445.0
6/30/08,1,-1,262.5,-460.0,-197.5
7/1/08,1,-1,-1175.0,880.0,-295.0
7/2/08,1,-1,112.5,60.0,172.5
7/3/08,1,-1,-662.5,-205.0,-867.5
7/7/08,1,-1,1100.0,-725.0,375.0
7/8/08,1,-1,-1287.5,740.0,-547.5
7/9/08,1,-1,325.0,-255.0,70.0
7/10/08,1,-1,-737.5,475.0,-262.5
7/11/08,1,-1,-575.0,360.0,-215.0
7/14/08,1,-1,-837.5,70.0,-767.5
7/15/08,1,-1,1475.0,-915.0,560.0
7/16/08,1,-1,625.0,100.0,725.0
7/17/08,1,-1,350.0,220.0,570.0
7/18/08,1,-1,50.0,25.0,75.0
7/21/08,1,-1,637.5,70.0,707.5
7/22/08,1,-1,412.5,-500.0,-87.5
7/23/08,1,-1,-1437.5,590.0,-847.5
7/24/08,1,-1,0.0,-420.0,-420.0
7/25/08,1,-1,-937.5,535.0,-402.5
7/28/08,1,-1,1337.5,-565.0,772.5
7/29/08,1,-1,1150.0,-285.0,865.0
7/30/08,1,-1,-887.5,50.0,-837.5
7/31/08,1,-1,-337.5,415.0,77.5
8/1/08,1,-1,-575.0,425.0,-150.0
8/4/08,1,-1,1712.5,-1145.0,567.5
8/5/08,1,-1,237.5,-545.0,-307.5
8/6/08,1,-1,-987.5,205.0,-782.5
8/7/08,1,-1,1212.5,-755.0,457.5
8/8/08,1,-1,637.5,-385.0,252.5
8/11/08,1,-1,-675.0,-35.0,-710.0
8/12/08,1,-1,-350.0,65.0,-285.0
8/13/08,1,-1,462.5,-485.0,-22.5
8/14/08,1,-1,300.0,5.0,305.0
8/15/08,1,-1,-887.5,440.0,-447.5
8/18/08,1,-1,-675.0,485.0,-190.0
8/19/08,1,-1,262.5,65.0,327.5
8/20/08,1,-1,87.5,175.0,262.5
8/21/08,1,-1,837.5,-445.0,392.5
8/22/08,1,-1,-1287.5,690.0,-597.5
8/25/08,1,-1,262.5,70.0,332.5
8/26/08,1,-1,512.5,-205.0,307.5
8/27/08,1,-1,800.0,-75.0,725.0
8/28/08,1,-1,-775.0,610.0,-165.0
8/29/08,1,-1,-300.0,465.0,165.0
9/2/08,1,-1,-62.5,350.0,287.5
9/3/08,0,0,-14.549999999999999,-7.049999999999999,-21.599999999999998
9/4/08,0,0,0.0,0.0,0.0
9/5/08,0,0,0.0,0.0,0.0
9/8/08,0,0,0.0,0.0,0.0
9/9/08,0,0,0.0,0.0,0.0
9/10/08,0,0,0.0,0.0,0.0
9/11/08,0,0,0.0,0.0,0.0
9/12/08,0,0,0.0,0.0,0.0
9/15/08,0,0,0.0,0.0,0.0
9/16/08,0,0,0.0,0.0,0.0
9/17/08,0,0,0.0,0.0,0.0
9/18/08,0,0,0.0,0.0,0.0
9/19/08,0,0,0.0,0.0,0.0
9/22/08,0,0,0.0,0.0,0.0
9/23/08,0,0,0.0,0.0,0.0
9/24/08,0,0,0.0,0.0,0.0
9/25/08,0,0,0.0,0.0,0.0
9/26/08,0,0,0.0,0.0,0.0
9/29/08,0,0,0.0,0.0,0.0
9/30/08,0,0,0.0,0.0,0.0
10/1/08,0,0,0.0,0.0,0.0
10/2/08,0,0,0.0,0.0,0.0
10/3/08,0,0,0.0,0.0,0.0
10/6/08,0,0,0.0,0.0,0.0
10/7/08,0,0,0.0,0.0,0.0
10/8/08,0,0,0.0,0.0,0.0
10/9/08,1,-1,-1089.55,-217.05,-1306.6
10/10/08,1,-1,6287.5,-3520.0,2767.5
10/13/08,1,-1,-725.0,1850.0,1125.0
10/14/08,0,0,-14.549999999999999,-7.049999999999999,-21.599999999999998
10/15/08,0,0,0.0,0.0,0.0
10/16/08,1,-1,-389.55,232.95,-156.60000000000002
10/17/08,1,-1,2850.0,-980.0,1870.0
10/20/08,1,-1,-1562.5,1350.0,-212.5
10/21/08,0,0,-14.549999999999999,-7.049999999999999,-21.599999999999998
10/22/08,0,0,0.0,0.0,0.0
10/23/08,0,0,0.0,0.0,0.0
10/24/08,1,-1,-1577.05,582.95,-994.0999999999999
10/27/08,1,-1,5200.0,-2920.0,2280.0
10/28/08,1,-1,-587.5,280.0,-307.5
10/29/08,1,-1,1725.0,-1020.0,705.0
10/30/08,1,-1,287.5,160.0,447.5
10/31/08,1,-1,112.5,-90.0,22.5
11/3/08,1,-1,1687.5,-780.0,907.5
11/4/08,0,0,-14.549999999999999,-7.049999999999999,-21.599999999999998
11/5/08,0,0,0.0,0.0,0.0
11/6/08,0,0,0.0,0.0,0.0
11/7/08,0,0,0.0,0.0,0.0
11/10/08,0,0,0.0,0.0,0.0
11/11/08,0,0,0.0,0.0,0.0
11/12/08,0,0,0.0,0.0,0.0
11/13/08,0,0,0.0,0.0,0.0
11/14/08,0,0,0.0,0.0,0.0
11/17/08,0,0,0.0,0.0,0.0
11/18/08,0,0,0.0,0.0,0.0
11/19/08,0,0,0.0,0.0,0.0
11/20/08,1,-1,2172.95,-1037.05,1135.8999999999999
11/21/08,1,-1,2800.0,-1120.0,1680.0
11/24/08,1,-1,262.5,230.0,492.5
11/25/08,1,-1,1650.0,-1180.0,470.0
11/26/08,1,-1,450.0,170.0,620.0
11/28/08,0,0,-14.549999999999999,-7.049999999999999,-21.599999999999998
12/1/08,0,0,0.0,0.0,0.0
12/2/08,0,0,0.0,0.0,0.0
12/3/08,0,0,0.0,0.0,0.0
12/4/08,0,0,0.0,0.0,0.0
12/5/08,0,0,0.0,0.0,0.0
12/8/08,0,0,0.0,0.0,0.0
12/9/08,0,0,0.0,0.0,0.0
12/10/08,0,0,0.0,0.0,0.0
12/11/08,0,0,0.0,0.0,0.0
12/12/08,0,0,0.0,0.0,0.0
12/15/08,0,0,0.0,0.0,0.0
12/16/08,0,0,0.0,0.0,0.0
12/17/08,0,0,0.0,0.0,0.0
12/18/08,0,0,0.0,0.0,0.0
12/19/08,0,0,0.0,0.0,0.0
12/22/08,0,0,0.0,0.0,0.0
12/23/08,0,0,0.0,0.0,0.0
12/24/08,0,0,0.0,0.0,0.0
12/26/08,0,0,0.0,0.0,0.0
12/29/08,0,0,0.0,0.0,0.0
12/30/08,0,0,0.0,0.0,0.0
12/31/08,0,0,0.0,0.0,0.0
1/2/09,0,0,0.0,0.0,0.0
1/5/09,0,0,0.0,0.0,0.0
1/6/09,0,0,0.0,0.0,0.0
1/7/09,0,0,0.0,0.0,0.0
1/8/09,0,0,0.0,0.0,0.0
1/9/09,0,0,0.0,0.0,0.0
1/12/09,0,0,0.0,0.0,0.0
1/13/09,0,0,0.0,0.0,0.0
1/14/09,0,0,0.0,0.0,0.0
1/15/09,0,0,0.0,0.0,0.0
1/16/09,0,0,0.0,0.0,0.0
1/20/09,1,-1,1522.95,-687.05,835.9000000000001
1/21/09,1,-1,-562.5,185.0,-377.5
1/22/09,1,-1,-100.0,160.0,60.0
1/23/09,1,-1,362.5,-305.0,57.5
1/26/09,1,-1,425.0,-125.0,300.0
1/27/09,1,-1,1612.5,-910.0,702.5
1/28/09,1,-1,-1437.5,505.0,-932.5
1/29/09,1,-1,-1012.5,535.0,-477.5
1/30/09,1,-1,-62.5,-190.0,-252.5
2/2/09,1,-1,512.5,-380.0,132.5
2/3/09,1,-1,-87.5,-125.0,-212.5
2/4/09,1,-1,537.5,-410.0,127.5
2/5/09,1,-1,1362.5,-825.0,537.5
2/6/09,1,-1,-137.5,-0.0,-137.5
2/9/09,1,-1,-1900.0,865.0,-1035.0
2/10/09,1,-1,225.0,160.0,385.0
2/11/09,1,-1,200.0,-415.0,-215.0
2/12/09,1,-1,-775.0,320.0,-455.0
2/13/09,1,-1,-1725.0,935.0,-790.0
2/17/09,1,-1,-300.0,50.0,-250.0
2/18/09,1,-1,0.0,190.0,190.0
2/19/09,1,-1,-500.0,-25.0,-525.0
2/20/09,1,-1,-1225.0,720.0,-505.0
2/23/09,1,-1,1187.5,-555.0,632.5
2/24/09,1,-1,-362.5,190.0,-172.5
2/25/09,1,-1,-475.0,435.0,-40.0
2/26/09,1,-1,-887.5,305.0,-582.5
2/27/09,1,-1,-1437.5,620.0,-817.5
3/2/09,1,-1,-800.0,280.0,-520.0
3/3/09,1,-1,950.0,-580.0,370.0
3/4/09,1,-1,-1125.0,360.0,-765.0
3/5/09,1,-1,87.5,130.0,217.5
3/6/09,1,-1,-587.5,590.0,2.5
3/9/09,1,-1,2000.0,-1180.0,820.0
3/10/09,1,-1,225.0,-380.0,-155.0
3/11/09,1,-1,1550.0,-790.0,760.0
3/12/09,1,-1,312.5,-100.0,212.5
3/13/09,1,-1,-25.0,315.0,290.0
3/16/09,1,-1,1075.0,-750.0,325.0
3/17/09,1,-1,812.5,-450.0,362.5
3/18/09,1,-1,-575.0,185.0,-390.0
3/19/09,1,-1,-800.0,310.0,-490.0
3/20/09,1,-1,2662.5,-1280.0,1382.5
3/23/09,1,-1,-687.5,315.0,-372.5
3/24/09,1,-1,237.5,55.0,292.5
3/25/09,1,-1,950.0,-790.0,160.0
3/26/09,1,-1,-562.5,340.0,-222.5
3/27/09,1,-1,-1587.5,665.0,-922.5
3/30/09,1,-1,525.0,-295.0,230.0
3/31/09,1,-1,725.0,-270.0,455.0
4/1/09,1,-1,1312.5,-1010.0,302.5
4/2/09,1,-1,250.0,-295.0,-45.0
4/3/09,1,-1,-500.0,85.0,-415.0
4/6/09,1,-1,-825.0,625.0,-200.0
4/7/09,1,-1,425.0,-355.0,70.0
4/8/09,1,-1,1500.0,-750.0,750.0
4/9/09,1,-1,75.0,80.0,155.0
4/13/09,1,-1,-687.5,160.0,-527.5
4/14/09,1,-1,412.5,140.0,552.5
4/15/09,1,-1,650.0,-700.0,-50.0
4/16/09,1,-1,262.5,-0.0,262.5
4/17/09,1,-1,-1687.5,770.0,-917.5
4/20/09,1,-1,737.5,-290.0,447.5
4/21/09,1,-1,-537.5,90.0,-447.5
4/22/09,1,-1,587.5,-370.0,217.5
4/23/09,1,-1,887.5,-660.0,227.5
4/24/09,1,-1,-487.5,35.0,-452.5
4/27/09,1,-1,-250.0,255.0,5.0
4/28/09,1,-1,862.5,-345.0,517.5
4/29/09,1,-1,50.0,-315.0,-265.0
4/30/09,1,-1,300.0,-100.0,200.0
5/1/09,1,-1,1337.5,-480.0,857.5
5/4/09,1,-1,37.5,-95.0,-57.5
5/5/09,1,-1,687.5,-50.0,637.5
5/6/09,1,-1,-512.5,705.0,192.5
