Date,M1_Position,M2_Position,M1_P&L,M2_P&L,P&L
8/1/07,0,0,0.0,0.0,0.0
8/2/07,0,0,0.0,0.0,0.0
8/3/07,0,0,0.0,0.0,0.0
8/6/07,0,0,0.0,0.0,0.0
8/7/07,0,0,0.0,0.0,0.0
8/8/07,0,0,0.0,0.0,0.0
8/9/07,0,0,0.0,0.0,0.0
8/10/07,0,0,0.0,0.0,0.0
8/13/07,0,0,0.0,0.0,0.0
8/14/07,0,0,0.0,0.0,0.0
8/15/07,1,-1,998.33,-689.12,309.21000000000004
8/16/07,1,-1,-750.0,265.625,-484.375
8/17/07,1,-1,406.25,-187.5,218.75
8/20/07,1,-1,375.0,-296.875,78.125
8/21/07,1,-1,-250.0,234.375,-15.625
8/22/07,1,-1,312.5,31.25,343.75
8/23/07,1,-1,156.25,156.25,312.5
8/24/07,1,-1,500.0,-187.5,312.5
8/27/07,0,0,-32.92,-17.245,-50.165000000000006
8/28/07,0,0,0.0,0.0,0.0
8/29/07,0,0,0.0,0.0,0.0
8/30/07,0,0,0.0,0.0,0.0
8/31/07,0,0,0.0,0.0,0.0
9/4/07,0,0,0.0,0.0,0.0
9/5/07,0,0,0.0,0.0,0.0
9/6/07,0,0,0.0,0.0,0.0
9/7/07,0,0,0.0,0.0,0.0
9/10/07,0,0,0.0,0.0,0.0
9/11/07,0,0,0.0,0.0,0.0
9/12/07,0,0,0.0,0.0,0.0
9/13/07,0,0,0.0,0.0,0.0
9/14/07,0,0,0.0,0.0,0.0
9/17/07,0,0,0.0,0.0,0.0
9/18/07,0,0,0.0,0.0,0.0
9/19/07,0,0,0.0,0.0,0.0
9/20/07,1,-1,467.08,-267.245,199.83499999999998
9/21/07,1,-1,125.0,-46.875,78.125
9/24/07,1,-1,-62.5,-109.375,-171.875
9/25/07,1,-1,-93.75,-0.0,-93.75
9/26/07,1,-1,625.0,-328.125,296.875
9/27/07,1,-1,0.0,93.75,93.75
9/28/07,1,-1,375.0,-62.5,312.5
10/1/07,1,-1,281.25,-265.625,15.625
10/2/07,1,-1,-156.25,140.625,-15.625
10/3/07,1,-1,250.0,-156.25,93.75
10/4/07,1,-1,-1312.5,859.375,-453.125
10/5/07,1,-1,0.0,93.75,93.75
10/9/07,1,-1,0.0,-31.25,-31.25
10/10/07,1,-1,-156.25,46.875,-109.375
10/11/07,1,-1,-250.0,187.5,-62.5
10/12/07,1,-1,62.5,-156.25,-93.75
10/15/07,1,-1,-31.25,-171.875,-203.125
10/16/07,1,-1,1281.25,-765.625,515.625
10/17/07,1,-1,468.75,-328.125,140.625
10/18/07,1,-1,1062.5,-671.875,390.625
10/19/07,0,0,-32.92,-17.245,-50.165000000000006
10/22/07,0,0,0.0,0.0,0.0
10/23/07,0,0,0.0,0.0,0.0
10/24/07,0,0,0.0,0.0,0.0
10/25/07,0,0,0.0,0.0,0.0
10/26/07,0,0,0.0,0.0,0.0
10/29/07,0,0,0.0,0.0,0.0
10/30/07,0,0,0.0,0.0,0.0
10/31/07,0,0,0.0,0.0,0.0
11/1/07,0,0,0.0,0.0,0.0
11/2/07,0,0,0.0,0.0,0.0
11/5/07,0,0,0.0,0.0,0.0
11/6/07,0,0,0.0,0.0,0.0
11/7/07,0,0,0.0,0.0,0.0
11/8/07,0,0,0.0,0.0,0.0
11/9/07,0,0,0.0,0.0,0.0
11/13/07,0,0,0.0,0.0,0.0
11/14/07,0,0,0.0,0.0,0.0
11/15/07,0,0,0.0,0.0,0.0
11/16/07,0,0,0.0,0.0,0.0
11/19/07,0,0,0.0,0.0,0.0
11/20/07,0,0,0.0,0.0,0.0
11/21/07,0,0,0.0,0.0,0.0
11/23/07,0,0,0.0,0.0,0.0
11/26/07,0,0,0.0,0.0,0.0
11/27/07,0,0,0.0,0.0,0.0
11/28/07,0,0,0.0,0.0,0.0
11/29/07,0,0,0.0,0.0,0.0
11/30/07,0,0,0.0,0.0,0.0
12/3/07,0,0,0.0,0.0,0.0
12/4/07,0,0,0.0,0.0,0.0
12/5/07,0,0,0.0,0.0,0.0
12/6/07,0,0,0.0,0.0,0.0
12/7/07,0,0,0.0,0.0,0.0
12/10/07,0,0,0.0,0.0,0.0
12/11/07,0,0,0.0,0.0,0.0
12/12/07,0,0,0.0,0.0,0.0
12/13/07,1,-1,-720.42,420.255,-300.16499999999996
12/14/07,1,-1,531.25,-359.375,171.875
12/17/07,1,-1,1031.25,-515.625,515.625
12/18/07,1,-1,531.25,-375.0,156.25
12/19/07,1,-1,656.25,-312.5,343.75
12/20/07,1,-1,-1562.5,1078.125,-484.375
12/21/07,1,-1,-625.0,343.75,-281.25
12/24/07,1,-1,-843.75,500.0,-343.75
12/26/07,1,-1,906.25,-625.0,281.25
12/27/07,1,-1,1250.0,-687.5,562.5
12/28/07,1,-1,687.5,-484.375,203.125
12/31/07,1,-1,1531.25,-1000.0,531.25
1/2/08,0,0,-32.92,-17.245,-50.165000000000006
1/3/08,0,0,0.0,0.0,0.0
1/4/08,0,0,0.0,0.0,0.0
1/7/08,0,0,0.0,0.0,0.0
1/8/08,0,0,0.0,0.0,0.0
1/9/08,0,0,0.0,0.0,0.0
1/10/08,0,0,0.0,0.0,0.0
1/11/08,0,0,0.0,0.0,0.0
1/14/08,0,0,0.0,0.0,0.0
1/15/08,0,0,0.0,0.0,0.0
1/16/08,0,0,0.0,0.0,0.0
1/17/08,0,0,0.0,0.0,0.0
1/18/08,0,0,0.0,0.0,0.0
1/22/08,0,0,0.0,0.0,0.0
1/23/08,0,0,0.0,0.0,0.0
1/24/08,0,0,0.0,0.0,0.0
1/25/08,0,0,0.0,0.0,0.0
1/28/08,0,0,0.0,0.0,0.0
1/29/08,0,0,0.0,0.0,0.0
1/30/08,0,0,0.0,0.0,0.0
1/31/08,0,0,0.0,0.0,0.0
2/1/08,0,0,0.0,0.0,0.0
2/4/08,0,0,0.0,0.0,0.0
2/5/08,0,0,0.0,0.0,0.0
2/6/08,0,0,0.0,0.0,0.0
2/7/08,1,-1,873.33,-564.12,309.21000000000004
2/8/08,1,-1,562.5,-250.0,312.5
2/11/08,1,-1,-781.25,437.5,-343.75
2/12/08,1,-1,-437.5,-93.75,-531.25
2/13/08,1,-1,-1656.25,750.0,-906.25
2/14/08,1,-1,593.75,-203.125,390.625
2/15/08,1,-1,-937.5,812.5,-125.0
2/19/08,1,-1,-156.25,328.125,171.875
2/20/08,1,-1,1343.75,-1187.5,156.25
2/21/08,1,-1,-187.5,-15.625,-203.125
2/22/08,1,-1,-1218.75,875.0,-343.75
2/25/08,1,-1,156.25,-328.125,-171.875
2/26/08,1,-1,218.75,-109.375,109.375
2/27/08,1,-1,1500.0,-1078.125,421.875
2/28/08,1,-1,1968.75,-1546.875,421.875
2/29/08,1,-1,-62.5,78.125,15.625
3/3/08,1,-1,-703.125,171.875,-531.25
3/4/08,1,-1,-1546.875,640.625,-906.25
3/5/08,1,-1,265.625,-375.0,-109.375
3/6/08,1,-1,500.0,-718.75,-218.75
3/7/08,1,-1,1453.125,-750.0,703.125
3/10/08,1,-1,-1546.875,1343.75,-203.125
3/11/08,1,-1,1796.875,-1015.625,781.25
3/12/08,1,-1,-593.75,93.75,-500.0
3/13/08,1,-1,1343.75,-1281.25,62.5
3/14/08,1,-1,718.75,-734.375,-15.625
3/17/08,1,-1,-843.75,906.25,62.5
3/18/08,1,-1,750.0,-703.125,46.875
3/19/08,1,-1,796.875,-203.125,593.75
3/20/08,1,-1,-2156.25,1609.375,-546.875
3/24/08,1,-1,265.625,-312.5,-46.875
3/25/08,1,-1,-250.0,-125.0,-375.0
3/26/08,1,-1,-640.625,296.875,-343.75
3/27/08,1,-1,359.375,-343.75,15.625
3/28/08,1,-1,265.625,-250.0,15.625
3/31/08,1,-1,-1156.25,1234.375,78.125
4/1/08,1,-1,-187.5,296.875,109.375
4/2/08,1,-1,93.75,-0.0,93.75
4/3/08,1,-1,1562.5,-890.625,671.875
4/4/08,1,-1,-765.625,828.125,62.5
4/7/08,1,-1,-78.125,15.625,-62.5
4/8/08,1,-1,1156.25,-718.75,437.5
4/9/08,1,-1,-390.625,640.625,250.0
4/10/08,1,-1,640.625,-656.25,-15.625
4/11/08,1,-1,-375.0,281.25,-93.75
4/14/08,1,-1,-875.0,515.625,-359.375
4/15/08,1,-1,-1421.875,812.5,-609.375
4/16/08,1,-1,-312.5,234.375,-78.125
4/17/08,1,-1,-250.0,218.75,-31.25
4/18/08,1,-1,640.625,-250.0,390.625
4/21/08,1,-1,78.125,140.625,218.75
4/22/08,1,-1,-171.875,171.875,0.0
4/23/08,1,-1,-875.0,765.625,-109.375
4/24/08,1,-1,-515.625,250.0,-265.625
4/25/08,1,-1,437.5,-281.25,156.25
4/28/08,1,-1,78.125,-46.875,31.25
4/29/08,1,-1,781.25,-421.875,359.375
4/30/08,1,-1,250.0,78.125,328.125
5/1/08,1,-1,-906.25,765.625,-140.625
5/2/08,1,-1,-109.375,-109.375,-218.75
5/5/08,1,-1,-703.125,234.375,-468.75
5/6/08,1,-1,328.125,-265.625,62.5
5/7/08,1,-1,1015.625,-687.5,328.125
5/8/08,1,-1,484.375,-265.625,218.75
5/9/08,1,-1,0.0,31.25,31.25
5/12/08,1,-1,-1406.25,1109.375,-296.875
5/13/08,1,-1,-343.75,359.375,15.625
5/14/08,1,-1,921.875,-718.75,203.125
5/15/08,1,-1,31.25,62.5,93.75
5/16/08,1,-1,156.25,-187.5,-31.25
5/19/08,1,-1,687.5,-562.5,125.0
5/20/08,1,-1,-328.125,328.125,0.0
5/21/08,1,-1,-1156.25,906.25,-250.0
5/22/08,1,-1,1046.875,-781.25,265.625
5/23/08,1,-1,-1218.75,703.125,-515.625
5/27/08,1,-1,-875.0,687.5,-187.5
5/28/08,1,-1,-828.125,421.875,-406.25
5/29/08,1,-1,515.625,-250.0,265.625
5/30/08,1,-1,609.375,-890.625,-281.25
6/2/08,1,-1,875.0,-843.75,31.25
6/3/08,1,-1,-625.0,218.75,-406.25
6/4/08,1,-1,-921.875,671.875,-250.0
6/5/08,1,-1,1000.0,-750.0,250.0
6/6/08,1,-1,-125.0,718.75,593.75
6/9/08,1,-1,-968.75,984.375,15.625
6/10/08,1,-1,109.375,-265.625,-156.25
6/11/08,1,-1,-1203.125,1078.125,-125.0
6/12/08,1,-1,-406.25,328.125,-78.125
6/13/08,1,-1,281.25,-203.125,78.125
6/16/08,1,-1,31.25,-390.625,-359.375
6/17/08,1,-1,812.5,-656.25,156.25
6/18/08,1,-1,-359.375,546.875,187.5
6/19/08,1,-1,843.75,-625.0,218.75
6/20/08,1,-1,-171.875,234.375,62.5
6/23/08,1,-1,843.75,-687.5,156.25
6/24/08,1,-1,-156.25,156.25,0.0
6/25/08,1,-1,1031.25,-875.0,156.25
6/26/08,1,-1,656.25,-171.875,484.375
6/27/08,0,0,-32.92,-17.245,-50.165000000000006
6/30/08,0,0,0.0,0.0,0.0
7/1/08,0,0,0.0,0.0,0.0
7/2/08,0,0,0.0,0.0,0.0
7/3/08,0,0,0.0,0.0,0.0
7/7/08,0,0,0.0,0.0,0.0
7/8/08,0,0,0.0,0.0,0.0
7/9/08,0,0,0.0,0.0,0.0
7/10/08,0,0,0.0,0.0,0.0
7/11/08,0,0,0.0,0.0,0.0
7/14/08,0,0,0.0,0.0,0.0
7/15/08,0,0,0.0,0.0,0.0
7/16/08,0,0,0.0,0.0,0.0
7/17/08,0,0,0.0,0.0,0.0
7/18/08,0,0,0.0,0.0,0.0
7/21/08,0,0,0.0,0.0,0.0
7/22/08,0,0,0.0,0.0,0.0
7/23/08,0,0,0.0,0.0,0.0
7/24/08,0,0,0.0,0.0,0.0
7/25/08,0,0,0.0,0.0,0.0
7/28/08,0,0,0.0,0.0,0.0
7/29/08,0,0,0.0,0.0,0.0
7/30/08,0,0,0.0,0.0,0.0
7/31/08,0,0,0.0,0.0,0.0
8/1/08,0,0,0.0,0.0,0.0
8/4/08,0,0,0.0,0.0,0.0
8/5/08,0,0,0.0,0.0,0.0
8/6/08,0,0,0.0,0.0,0.0
8/7/08,0,0,0.0,0.0,0.0
8/8/08,0,0,0.0,0.0,0.0
8/11/08,0,0,0.0,0.0,0.0
8/12/08,0,0,0.0,0.0,0.0
8/13/08,0,0,0.0,0.0,0.0
8/14/08,0,0,0.0,0.0,0.0
8/15/08,0,0,0.0,0.0,0.0
8/18/08,0,0,0.0,0.0,0.0
8/19/08,0,0,0.0,0.0,0.0
8/20/08,0,0,0.0,0.0,0.0
8/21/08,0,0,0.0,0.0,0.0
8/22/08,0,0,0.0,0.0,0.0
8/25/08,0,0,0.0,0.0,0.0
8/26/08,0,0,0.0,0.0,0.0
8/27/08,0,0,0.0,0.0,0.0
8/28/08,0,0,0.0,0.0,0.0
8/29/08,0,0,0.0,0.0,0.0
9/2/08,0,0,0.0,0.0,0.0
9/3/08,0,0,0.0,0.0,0.0
9/4/08,0,0,0.0,0.0,0.0
9/5/08,0,0,0.0,0.0,0.0
9/8/08,0,0,0.0,0.0,0.0
9/9/08,0,0,0.0,0.0,0.0
9/10/08,0,0,0.0,0.0,0.0
9/11/08,0,0,0.0,0.0,0.0
9/12/08,0,0,0.0,0.0,0.0
9/15/08,0,0,0.0,0.0,0.0
9/16/08,0,0,0.0,0.0,0.0
9/17/08,0,0,0.0,0.0,0.0
9/18/08,0,0,0.0,0.0,0.0
9/19/08,0,0,0.0,0.0,0.0
9/22/08,0,0,0.0,0.0,0.0
9/23/08,0,0,0.0,0.0,0.0
9/24/08,0,0,0.0,0.0,0.0
9/25/08,0,0,0.0,0.0,0.0
9/26/08,0,0,0.0,0.0,0.0
9/29/08,0,0,0.0,0.0,0.0
9/30/08,0,0,0.0,0.0,0.0
10/1/08,0,0,0.0,0.0,0.0
10/2/08,0,0,0.0,0.0,0.0
10/3/08,0,0,0.0,0.0,0.0
10/6/08,0,0,0.0,0.0,0.0
10/7/08,0,0,0.0,0.0,0.0
10/8/08,0,0,0.0,0.0,0.0
10/9/08,0,0,0.0,0.0,0.0
10/10/08,0,0,0.0,0.0,0.0
10/13/08,0,0,0.0,0.0,0.0
10/14/08,0,0,0.0,0.0,0.0
10/15/08,0,0,0.0,0.0,0.0
10/16/08,0,0,0.0,0.0,0.0
10/17/08,0,0,0.0,0.0,0.0
10/20/08,0,0,0.0,0.0,0.0
10/21/08,0,0,0.0,0.0,0.0
10/22/08,0,0,0.0,0.0,0.0
10/23/08,0,0,0.0,0.0,0.0
10/24/08,0,0,0.0,0.0,0.0
10/27/08,0,0,0.0,0.0,0.0
10/28/08,0,0,0.0,0.0,0.0
10/29/08,0,0,0.0,0.0,0.0
10/30/08,0,0,0.0,0.0,0.0
10/31/08,0,0,0.0,0.0,0.0
11/3/08,0,0,0.0,0.0,0.0
11/4/08,0,0,0.0,0.0,0.0
11/5/08,0,0,0.0,0.0,0.0
11/6/08,0,0,0.0,0.0,0.0
11/7/08,0,0,0.0,0.0,0.0
11/10/08,0,0,0.0,0.0,0.0
11/11/08,0,0,0.0,0.0,0.0
11/12/08,0,0,0.0,0.0,0.0
11/13/08,0,0,0.0,0.0,0.0
11/14/08,0,0,0.0,0.0,0.0
11/17/08,0,0,0.0,0.0,0.0
11/18/08,0,0,0.0,0.0,0.0
11/19/08,0,0,0.0,0.0,0.0
11/20/08,0,0,0.0,0.0,0.0
11/21/08,-1,1,982.705,-1110.995,-128.28999999999985
11/24/08,-1,1,-1625.0,1781.25,156.25
11/25/08,-1,1,-1140.625,1187.5,46.875
11/26/08,-1,1,-421.875,593.75,171.875
11/28/08,-1,1,-3156.25,1562.5,-1593.75
12/1/08,-1,1,-593.75,250.0,-343.75
12/2/08,-1,1,-718.75,687.5,-31.25
12/3/08,-1,1,-1921.875,890.625,-1031.25
12/4/08,-1,1,453.125,-1312.5,-859.375
12/5/08,-1,1,-46.875,-281.25,-328.125
12/8/08,-1,1,-890.625,578.125,-312.5
12/9/08,-1,1,562.5,-546.875,15.625
12/10/08,-1,1,-625.0,1171.875,546.875
12/11/08,-1,1,-390.625,375.0,-15.625
12/12/08,-1,1,-390.625,375.0,-15.625
12/15/08,-1,1,-2171.875,1906.25,-265.625
12/16/08,-1,1,-1968.75,921.875,-1046.875
12/17/08,-1,1,-2046.875,453.125,-1593.75
12/18/08,-1,1,593.75,-1015.625,-421.875
12/19/08,-1,1,109.375,-62.5,46.875
12/22/08,-1,1,-312.5,218.75,-93.75
12/23/08,-1,1,531.25,-421.875,109.375
12/24/08,-1,1,-703.125,609.375,-93.75
12/26/08,-1,1,281.25,421.875,703.125
12/29/08,-1,1,-531.25,-453.125,-984.375
12/30/08,-1,1,3375.0,-1546.875,1828.125
12/31/08,-1,1,2578.125,-1453.125,1125.0
1/2/09,-1,1,2453.125,-125.0,2328.125
1/5/09,-1,1,328.125,187.5,515.625
1/6/09,-1,1,-0.0,125.0,125.0
1/7/09,-1,1,-328.125,828.125,500.0
1/8/09,-1,1,-125.0,234.375,109.375
1/9/09,-1,1,-1687.5,781.25,-906.25
1/12/09,-1,1,-0.0,-109.375,-109.375
1/13/09,-1,1,-2046.875,750.0,-1296.875
1/14/09,-1,1,-265.625,46.875,-218.75
1/15/09,-1,1,921.875,-484.375,437.5
1/16/09,-1,1,1296.875,-265.625,1031.25
1/20/09,-1,1,3265.625,-1515.625,1750.0
1/21/09,0,0,-32.92,-17.245,-50.165000000000006
1/22/09,0,0,0.0,0.0,0.0
1/23/09,0,0,0.0,0.0,0.0
1/26/09,0,0,0.0,0.0,0.0
1/27/09,0,0,0.0,0.0,0.0
1/28/09,0,0,0.0,0.0,0.0
1/29/09,0,0,0.0,0.0,0.0
1/30/09,0,0,0.0,0.0,0.0
2/2/09,0,0,0.0,0.0,0.0
2/3/09,0,0,0.0,0.0,0.0
2/4/09,0,0,0.0,0.0,0.0
2/5/09,0,0,0.0,0.0,0.0
2/6/09,0,0,0.0,0.0,0.0
2/9/09,0,0,0.0,0.0,0.0
2/10/09,0,0,0.0,0.0,0.0
2/11/09,0,0,0.0,0.0,0.0
2/12/09,0,0,0.0,0.0,0.0
2/13/09,0,0,0.0,0.0,0.0
2/17/09,0,0,0.0,0.0,0.0
2/18/09,0,0,0.0,0.0,0.0
2/19/09,0,0,0.0,0.0,0.0
2/20/09,0,0,0.0,0.0,0.0
2/23/09,0,0,0.0,0.0,0.0
2/24/09,0,0,0.0,0.0,0.0
2/25/09,0,0,0.0,0.0,0.0
2/26/09,0,0,0.0,0.0,0.0
2/27/09,0,0,0.0,0.0,0.0
3/2/09,0,0,0.0,0.0,0.0
3/3/09,0,0,0.0,0.0,0.0
3/4/09,0,0,0.0,0.0,0.0
3/5/09,0,0,0.0,0.0,0.0
3/6/09,0,0,0.0,0.0,0.0
3/9/09,0,0,0.0,0.0,0.0
3/10/09,0,0,0.0,0.0,0.0
3/11/09,0,0,0.0,0.0,0.0
3/12/09,0,0,0.0,0.0,0.0
3/13/09,0,0,0.0,0.0,0.0
3/16/09,0,0,0.0,0.0,0.0
3/17/09,0,0,0.0,0.0,0.0
3/18/09,0,0,0.0,0.0,0.0
3/19/09,0,0,0.0,0.0,0.0
3/20/09,0,0,0.0,0.0,0.0
3/23/09,0,0,0.0,0.0,0.0
3/24/09,0,0,0.0,0.0,0.0
3/25/09,0,0,0.0,0.0,0.0
3/26/09,0,0,0.0,0.0,0.0
3/27/09,0,0,0.0,0.0,0.0
3/30/09,0,0,0.0,0.0,0.0
3/31/09,0,0,0.0,0.0,0.0
4/1/09,0,0,0.0,0.0,0.0
4/2/09,0,0,0.0,0.0,0.0
4/3/09,0,0,0.0,0.0,0.0
4/6/09,0,0,0.0,0.0,0.0
4/7/09,0,0,0.0,0.0,0.0
4/8/09,0,0,0.0,0.0,0.0
4/9/09,0,0,0.0,0.0,0.0
4/13/09,0,0,0.0,0.0,0.0
4/14/09,0,0,0.0,0.0,0.0
4/15/09,0,0,0.0,0.0,0.0
4/16/09,0,0,0.0,0.0,0.0
4/17/09,0,0,0.0,0.0,0.0
4/20/09,0,0,0.0,0.0,0.0
4/21/09,0,0,0.0,0.0,0.0
4/22/09,0,0,0.0,0.0,0.0
4/23/09,0,0,0.0,0.0,0.0
4/24/09,0,0,0.0,0.0,0.0
4/27/09,0,0,0.0,0.0,0.0
4/28/09,0,0,0.0,0.0,0.0
4/29/09,0,0,0.0,0.0,0.0
4/30/09,0,0,0.0,0.0,0.0
5/1/09,0,0,0.0,0.0,0.0
5/4/09,0,0,0.0,0.0,0.0
5/5/09,0,0,0.0,0.0,0.0
5/6/09,0,0,0.0,0.0,0.0
5/7/09,0,0,0.0,0.0,0.0
5/8/09,0,0,0.0,0.0,0.0
5/11/09,0,0,0.0,0.0,0.0
5/12/09,0,0,0.0,0.0,0.0
5/13/09,0,0,0.0,0.0,0.0
5/14/09,0,0,0.0,0.0,0.0
5/15/09,0,0,0.0,0.0,0.0
5/18/09,0,0,0.0,0.0,0.0
5/19/09,0,0,0.0,0.0,0.0
5/20/09,0,0,0.0,0.0,0.0
5/21/09,0,0,0.0,0.0,0.0
5/22/09,0,0,0.0,0.0,0.0
5/26/09,0,0,0.0,0.0,0.0
